,huc12,ps,corr
707684,20700020205,1572,0.7943146162353041
707730,20600060603,2625,0.7942947913328072
707791,20801020204,7783,0.7942643226575805
707989,20503051011,50966,0.7941606737541043
708086,20503061204,50449,0.7941189109794559
708268,20700020801,2549,0.7940227590000368
708275,20802040501,1572,0.7940179955043372
708346,20600020204,1552,0.7939791717282586
708373,20600050506,3797,0.7939666526382374
708382,20700020205,50039,0.7939631326163492
708692,20700110102,1040,0.7938365428097756
708695,20801100403,1552,0.7938361151174821
708706,20600060402,3161,0.7938297710943286
708790,20802060103,2549,0.7937838250329716
708858,20801090302,10771,0.7937469157569896
708943,20600040401,55938,0.7937117206427718
708946,20700040806,1040,0.7937111850090323
708984,20801100307,3935,0.7936913688856719
709277,20503050802,1382,0.7935935413008004
709303,20801100206,55101,0.7935799921457334
709505,20600040203,55801,0.7935535189443982
709586,20503060504,10030,0.7935104344240267
709799,20700080103,55439,0.7934694500740116
709870,20502061103,2403,0.793432681567346
709880,20600060604,58427,0.7934280403041628
709916,20503061304,55600,0.7934113115149422
709917,20802060103,55502,0.7934107840731438
710001,20700041006,2706,0.7933693970545976
710003,20700110206,6082,0.7933687996849713
710036,20801100403,1740,0.7933527381516965
710073,20503051011,55262,0.7933399667068235
710098,20802060103,2480,0.7933307242732788
710149,20802080206,50978,0.7933029243489255
710241,20600050203,2393,0.7932526078949543
710276,20700040806,3405,0.7932352675343757
710329,20700040305,2850,0.7932113191162329
710344,20503061107,1552,0.7932067331108709
710427,20700020207,2378,0.7931671061174599
710448,20502060602,55348,0.7931584527889566
710518,20502040407,7153,0.7931196669446762
710604,20801030502,10725,0.7930774236280965
710704,20801090302,7763,0.7930265277786844
710721,20600020204,55251,0.7930156355403729
710723,20700100803,2404,0.7930144750227162
710823,20600020204,2721,0.7929647709459099
710847,20600050506,3954,0.7929544352048258
710901,20700081005,6137,0.7929377020682535
710960,20700041106,6213,0.7929085847601159
710961,20801090505,3118,0.7929082456354616
711125,20801080104,55938,0.7928225391288933
711145,20801020408,2832,0.7928137317833787
711180,20700100307,2504,0.7927974296999035
711345,20700040305,3944,0.792718972815197
711392,20600060403,2709,0.7926924851626905
711453,20600020406,2713,0.792667143878351
711570,20600031102,55193,0.7926018950056561
711584,20801070204,7158,0.7925955930562465
711600,20600020409,3944,0.7925841247909928
711746,20600020204,8053,0.7925101521226856
711960,20801100404,1832,0.7924241680864107
711988,20700030405,55247,0.7924118359287925
712146,20700110206,50451,0.7923302444854929
712369,20503060707,2878,0.7922341299742162
712558,20700030106,7153,0.7921999713553243
712573,20600030105,3161,0.79218808593254
712746,20600030602,1571,0.7921014612757039
712831,20700040305,55439,0.7920622277662254
712858,20503061604,1825,0.7920451443316912
712980,20600060402,2706,0.7919871899536755
713169,20700081004,55690,0.7918919779486103
713357,20801100307,8053,0.7917940793006992
713399,20600050506,2832,0.7917743574609728
713601,20503030802,55439,0.7916567121875833
713630,20600020204,10751,0.7916354512104017
713897,20600060402,2682,0.7915166042671202
713910,20503061503,50292,0.7915082332716046
713968,20503061604,1382,0.7914833192725311
714462,20503030802,3140,0.7914080905303348
714710,20801020204,2594,0.7912967351349472
714774,20801030502,1723,0.7912617704898219
714781,20502050607,55284,0.7912587427904466
714823,20503061702,56292,0.7912344728623084
715043,20700020205,54593,0.7911816099604027
715045,20503050107,55377,0.7911807116141196
715077,20700100804,50978,0.7911627919187788
715107,20600030805,55600,0.7911464127042612
715206,20700040305,55196,0.7910945735667543
715228,20503061304,7835,0.7910822973737055
715271,20801060503,10620,0.7910611890648102
715316,20801040104,56397,0.7910394304421898
715349,20600031101,3796,0.7910240620963529
715408,20600040101,55231,0.7910005906227757
715433,20801070104,10603,0.7909867546522149
715547,20501071003,55439,0.7909336527294095
715722,20700041006,1572,0.7908367898728371
715786,20801080104,56397,0.790805417329471
715850,20700100401,54832,0.7907755977316366
716062,20600020409,6094,0.7906665192249079
716072,20503050107,55439,0.7906626814670982
716157,20503040702,1379,0.7906114975808456
716249,20700040409,55377,0.7905685362524918
716289,20700040409,55503,0.790547926099737
716369,20600050506,1010,0.7904998229584352
716409,20600030402,55600,0.7904796632293059
716458,20801010000,55381,0.7904604226513118
716664,20801030502,2378,0.7903586730311217
716673,20503041204,7318,0.7903566622076189
716706,20700080803,1552,0.7903397667904823
716915,20700090704,2549,0.7903026445607927
716936,20600060403,2516,0.790292815087367
716941,20801100307,10308,0.7902899472984365
717006,20600060402,1010,0.7902621391376338
717011,20600031101,55969,0.7902594906828458
717037,20801090406,4259,0.7902478801613922
717097,20801100307,602,0.7902143197699085
717116,20700080102,55224,0.7901995604447885
717165,20801090501,55786,0.7901750759600316
717166,20700100401,55284,0.7901744681905021
717242,20503040702,55349,0.7901375069893541
717654,20801010000,3796,0.7899209975324974
717690,20700060503,2549,0.7898994064151288
717726,20600020609,56397,0.7898794397242483
718006,20700110106,50966,0.7897315301710836
718111,20501050607,55710,0.7896685163840482
718241,20700030405,3138,0.7896228477532397
718285,20802010605,55262,0.7895962765892535
718304,20802040501,55231,0.7895832649425482
718329,20600050506,55233,0.7895719890600934
718352,20700100804,6004,0.7895652679699429
718566,20801090302,52019,0.7894588454881859
718891,20503010405,54634,0.7893599800321397
718953,20700090704,55364,0.7893260084115381
719133,20503051010,594,0.789239529983185
719149,20600060402,3138,0.7892319383696147
719327,20503050802,55101,0.7891244650993009
719372,20700090704,3775,0.7891011767912971
719390,20700100401,1552,0.7890921780456107
719438,20700020403,55502,0.7890595986921952
719789,20700040305,3122,0.7888918255011982
719791,20600020206,52019,0.7888909454170805
719853,20801050104,2539,0.7888618369551402
719867,20503040702,6213,0.7888505830080608
720020,20700041106,3113,0.7887824853001314
720096,20802010204,6166,0.7887436364918443
720137,20502050607,997,0.7887197147563693
720197,20700100804,6018,0.7886808775914047
720214,20801060501,7948,0.788672477186298
720220,20802040501,1830,0.7886694368550031
720468,20600020406,10525,0.7885761228587689
720491,20700100803,8053,0.7885676297917358
720582,20600040401,2625,0.7885181048097537
720598,20801040704,7835,0.7885102558444419
720942,20600060403,55102,0.7883371728323852
721011,20700030405,1355,0.7883000292994214
721024,20802060804,2434,0.7882952488232119
721116,20801100403,2516,0.7882506336035615
721135,20801090501,58427,0.7882418215906941
721204,20502061207,55600,0.7882054776478902
721253,20801060402,6018,0.7881772386566182
721629,20801100403,1573,0.7879868102008649
721697,20700040504,55801,0.7879541836162978
721874,20503051010,3138,0.7878647803029616
721952,20700110206,1554,0.7878274206452442
722029,20600060402,55102,0.7877869148566763
722080,20802040501,3406,0.7877658174995218
722446,20600040302,55801,0.7875875818258422
722482,20801100307,50879,0.7875709038207415
722548,20503061702,56032,0.7875359047866203
722635,20700041106,3161,0.7874902085974808
722668,20801100603,56032,0.7874728084619137
722800,20700110104,7837,0.7874064106232473
722835,20503051010,3775,0.7873949408450355
722898,20700041106,6085,0.787365802571765
723100,20700020207,55347,0.7873025053151528
723117,20600030402,3148,0.7872918932131111
723136,20801050301,55347,0.7872819338662239
723222,20600060403,1830,0.7872413443285121
723362,20600060402,56259,0.7871722233308316
723486,20801040102,2408,0.7871230053720503
723576,20600020207,1554,0.787090802729397
723788,20600020204,55276,0.7869790872200821
723878,20502050607,1866,0.7869325923002134
723978,20700100306,50879,0.7868848942744373
723979,20700040305,7213,0.7868846146406033
724024,20503051010,7763,0.7868634416980534
724122,20801060601,7845,0.7868208013849154
724127,20700020302,1843,0.786817944271788
724272,20600020204,55377,0.786758566928076
724326,20801020303,1382,0.7867292272261769
724377,20700110206,55516,0.7867041571318909
724408,20802060201,55231,0.7866974559083216
724415,20503010802,54592,0.7866957238972517
724557,20600060402,2504,0.7866170096760651
724579,20801090501,55349,0.7866069984193669
724616,20700030106,7213,0.7865908116643643
724651,20801060603,2706,0.7865745375659438
724679,20700041009,2549,0.7865604141352041
724875,20700040102,6250,0.7864654113775573
724928,20503040702,1831,0.7864365511302719
725020,20802010605,55439,0.7863886798910854
725037,20700020802,2549,0.7863812828066042
725209,20503051010,1866,0.7863099230347869
725303,20801080104,55381,0.7862697336982458
725420,20600040101,55699,0.7862076160923238
725430,20501050307,55375,0.7862014514389053
725458,20600060603,55101,0.7861851559125436
725540,20600020203,3148,0.7861452111498191
727351,20700020403,1552,0.7860552051890185
729371,20802050607,7335,0.7860303064888627
729622,20502061207,3954,0.7860182399331332
729643,20700090704,6085,0.7860108762111039
730241,20700050801,1720,0.7857368555971072
730246,20503061204,10190,0.7857332348150441
730369,20700040504,1843,0.7856788468597357
730380,20501011312,2720,0.7856706025216881
730405,20802080303,2516,0.7856522674576232
730442,20600030701,2832,0.7856225526996178
730475,20502061207,55377,0.7855966713146351
730534,20502050607,3797,0.7855617518648137
730777,20802060906,2411,0.7854341647088812
731154,20802010605,54634,0.7852842315647709
731159,20801100206,7158,0.7852816257450677
731407,20802010204,3399,0.7851803637795113
731436,20700100401,10190,0.7851654271774432
731511,20801090501,50888,0.785135435037913
731573,20600020207,55233,0.7851085556472386
731587,20600030502,1382,0.7851013294657627
731655,20600040401,7158,0.7850681983894903
731657,20700020402,50451,0.7850678706492377
731794,20700080401,55348,0.7850032919739709
732082,20600050508,7314,0.7848723527479442
732111,20700100803,3403,0.7848548397796801
732157,20502061103,50385,0.7848258955147408
732238,20600050506,10308,0.7847845829572413
732346,20600020406,1573,0.78472858372484
732605,20600060604,7314,0.7846998852318546
732663,20700020403,50451,0.7846795741407541
732680,20600040101,50292,0.7846732847551333
732735,20700100401,1366,0.7846448143192369
733003,20801040104,55377,0.7845113993449072
733013,20700020204,7948,0.784505132673641
733041,20700100401,1710,0.7844891562920885
733294,20801090501,50611,0.7843747453284091
733300,20801030502,3140,0.784373434902749
733350,20503060504,1695,0.784344602945783
733407,20801090501,1356,0.7843158183691257
733416,20801061101,1702,0.7843071680097703
733525,20600020609,50451,0.7842575630517777
733528,20801090501,55787,0.7842547997352903
733555,20801090501,50279,0.7842462736409641
733644,20700041006,594,0.7842000739370072
733982,20801100404,58427,0.7840288508138769
734052,20501011312,54593,0.7839960845990123
734075,20801020204,1740,0.7839822360925613
734082,20700020507,2850,0.7839787803240998
734111,20802060704,50611,0.7839697603820154
734120,20801030703,7153,0.7839655070119337
734122,20700100102,2480,0.7839650949154852
734393,20801040703,1720,0.7838367942552577
734443,20801090302,6705,0.7838183857785079
734499,20600060403,55710,0.7837940559574141
734749,20801030703,55801,0.7836739935813773
736276,20700080803,55654,0.7836454189846123
736410,20501071003,1831,0.7835845298740889
736430,20502050607,3140,0.7835758236125158
736513,20503060707,7336,0.7835366094040899
738491,20700110104,1733,0.7833673247063899
738503,20503061304,50451,0.7833638902833652
738512,20802060906,10030,0.7833613481409154
741472,20700030405,3403,0.7832388771046859
741947,20600060603,55801,0.7830772833567022
742131,20700030106,54634,0.783045601260432
742245,20801090302,7826,0.7829931706489199
742298,20503050406,1001,0.7829740439808357
742318,20700100102,1695,0.7829651030061571
742431,20802070704,50039,0.7829153606163137
742489,20600010000,54634,0.7828877377612166
744204,20503051010,3136,0.7827702480626992
744358,20502061103,55148,0.7827121255967735
744372,20700020802,1830,0.7827089991659406
744383,20600050506,1695,0.7827052293944672
744485,20600060101,55262,0.7826704188860614
744929,20700070304,2721,0.7826441797717599
744940,20600020406,2516,0.7826329150314838
744956,20802010204,56188,0.7826264310175709
744985,20700110305,3403,0.7826134577927343
745071,20600030703,1378,0.782574506639525
745271,20700090704,55193,0.7824879275175677
745518,20600060604,1830,0.7824062613443015
745578,20503030802,6113,0.7823800745247326
745595,20801070104,54914,0.7823734660629494
745610,20801100404,55164,0.7823669994843638
746055,20801100206,7153,0.7823337722295592
746095,20801090501,2411,0.7823136182624228
746161,20501060502,8053,0.7822821003848248
746198,20503050505,54,0.7822655365244245
746210,20700090704,2706,0.7822576600408695
746437,20600030701,54634,0.7821727821569142
746545,20600020406,50449,0.7821180501612682
746573,20700040806,55337,0.7821062785266453
746909,20503011001,1720,0.7819409405061899
747010,20801090302,10113,0.7818934731234662
747038,20801100403,3161,0.7818770978649652
747101,20501050607,50879,0.7818491652489685
747279,20502040407,56397,0.7817966290303562
747487,20700041006,55110,0.7817019416066813
747552,20801050301,54785,0.7816756151925001
747593,20502040407,55247,0.7816526790173004
747600,20700100102,3113,0.7816458180534045
747632,20600020206,55285,0.7816343497958147
747638,20801020204,3943,0.7816320635568224
747750,20700040102,3122,0.7815773343583371
747760,20700110102,3797,0.7815750437545564
747766,20600020609,2549,0.7815727013681867
747836,20503050406,3407,0.7815305497001449
747906,20600020609,1830,0.7814933599641226
747933,20801060501,3138,0.7814807839152209
748032,20503061702,55600,0.7814278512591333
748275,20801090302,55251,0.7813007202750927
748356,20801090501,55229,0.7812629603831466
748414,20801100307,50039,0.7812341127961547
748531,20600031102,1552,0.7811718479029435
748611,20801100102,7153,0.7811231115108191
748682,20802071002,2721,0.7810818937301953
748761,20501050607,2535,0.7810528904135823
748884,20501011312,602,0.7809937405503629
748929,20700110106,55401,0.7809701579667719
748994,20700030405,2840,0.7809426621410266
749015,20700020207,54915,0.7809345817320998
749061,20801030906,58427,0.7809099174458644
749188,20600020204,55654,0.7808460773576686
749321,20801090401,7910,0.7807776940636356
749395,20700110206,2828,0.7807408896449689
749433,20801090505,10751,0.7807228221496125
749448,20600020409,2404,0.7807125624683828
749523,20801020408,55938,0.7806728980467809
749637,20503040702,55397,0.7806055232055622
749640,20700041009,2706,0.780604765339304
749729,20700110203,55701,0.7805614793226782
749855,20600030301,3407,0.7805012204484171
749961,20700030106,3149,0.7804475835571056
750024,20700100102,2709,0.7804210911670297
750031,20600030105,55193,0.7804180322024101
750165,20600060403,2408,0.7803805731165082
750267,20503030802,55690,0.7803242040675109
750306,20502010709,3136,0.7803088126824883
750369,20801061101,983,0.7802773444178637
750416,20801040406,1004,0.7802471837855673
750474,20600060602,56397,0.7802195404027359
750476,20801020408,7835,0.7802182860597682
750550,20600060402,55736,0.7801796582220838
750654,20802020105,55405,0.7801219003747638
750785,20503030802,3797,0.7800528861595795
750943,20700041006,3113,0.7799645607274566
750946,20801090505,50279,0.7799639234253868
750953,20801040305,7288,0.7799591142001351
751027,20501060502,2709,0.7799221062274301
751106,20801060601,56249,0.7798819405914121
751245,20801090302,3118,0.7798140531828985
751392,20700100804,55276,0.7797436416223066
751527,20700020207,3113,0.7796801442480691
751555,20700030405,6250,0.7796675000966043
751730,20700080803,983,0.7795747169399283
751818,20801040703,1552,0.7795192780718222
751890,20700020402,55231,0.7794890511524359
752037,20600020406,50292,0.7794207651253019
752172,20600020406,1363,0.7793595489306775
752426,20700100102,1552,0.7792152181172352
752474,20700100804,55101,0.7791952439618742
752488,20600020204,58427,0.7791886933483803
752553,20802050403,7915,0.7791531187803432
752571,20700020204,6035,0.7791448500451935
752726,20802040501,55502,0.7790595894284288
752808,20700110206,50978,0.7790121518285326
752870,20801090302,8053,0.7789848968021071
752982,20802060804,58427,0.7789299648418796
752984,20801090302,2713,0.7789296664367251
752985,20700100306,10771,0.7789287766956994
752986,20801050205,995,0.7789286982832402
753003,20700020403,50039,0.7789158738482532
753026,20600060402,1363,0.7789055326958014
753031,20801020204,6094,0.7789039346331416
753180,20801090302,1740,0.7788379757904733
753218,20801050205,8006,0.7788212597699395
753283,20801100307,3136,0.7787838516912072
753386,20801020303,6031,0.778739016699432
753442,20700080803,55787,0.7787050578503295
753509,20700081003,2706,0.7786706752920936
753511,20700020205,54574,0.7786686224288245
753789,20801040104,1832,0.7785352118942079
753833,20700100803,50006,0.7785082650512204
753873,20503061202,1702,0.7784852530284692
753883,20501060502,55259,0.7784810680453039
753902,20700080803,1004,0.7784648611182795
753941,20801060402,10619,0.7784423120851868
753953,20700040102,6094,0.7784363147946731
754032,20700020507,55401,0.7783983530107651
754090,20600020204,2539,0.7783714115671799
754155,20600030703,10725,0.7783372659975301
754187,20801050301,8053,0.7783147389714559
754188,20700040807,1010,0.7783144544450937
754268,20503061202,55347,0.7782718609135985
754279,20700110206,8053,0.7782632369833219
754484,20600060202,2399,0.7781617299394328
754668,20700111001,58427,0.7780709785592819
754681,20801090501,50039,0.7780635186346037
754713,20600030602,1378,0.7780511410939411
754838,20700110104,7836,0.7779873404682072
754869,20801020204,58427,0.7779749001539998
754909,20600030805,57029,0.7779546878382054
754910,20700040806,594,0.7779543565030919
755134,20503061202,1710,0.7778445121434016
755231,20700030405,2399,0.7778002849329633
755272,20700020402,50450,0.7777763789316311
755313,20502040407,55233,0.777757450437328
755441,20503061204,50039,0.7776850084607141
755525,20503051011,52019,0.7776324780693041
755790,20700110104,991,0.7775038986905509
755859,20700100102,3405,0.7774703974477031
755908,20700040806,3796,0.7774407962621419
756094,20600030703,2850,0.7774132215552315
756112,20700020402,2706,0.7774051713342687
756140,20600060202,2393,0.7773960592390158
756210,20801100503,1382,0.7773647843448418
756231,20600060403,3809,0.7773573085633829
756427,20503061202,54915,0.777335648230216
756649,20700080803,1710,0.7772313091745168
756696,20802040501,2378,0.7772115481191051
756843,20700030405,2712,0.7771301589990954
756896,20801050604,52087,0.7771076248831643
756934,20801030502,7258,0.7770876189273267
756945,20802060103,2408,0.7770827534725401
758501,20600060604,55667,0.7770219433857263
758508,20801060601,55381,0.777019083977491
758631,20503061304,1556,0.7769649023620211
758648,20600030902,56397,0.7769583157821289
758728,20600020409,7783,0.776952401216374
758761,20700100401,55718,0.7769369708172466
758961,20700100102,3796,0.776903019908155
759018,20502050607,594,0.776870045938933
759273,20600060603,56032,0.7768176881638651
759307,20700030405,990,0.7767980730606258
759432,20503060707,50799,0.7767420358087321
759446,20801050104,52019,0.7767339022096926
759489,20600030703,3136,0.7767143037051484
759536,20801090302,55101,0.7766886680261208
759647,20801020408,50292,0.7766259873794272
759648,20501060502,54593,0.7766256875292026
759706,20600030902,55101,0.7765967825248759
759858,20600020206,3393,0.7765434662469879
759893,20802010204,10343,0.7765254877949785
760164,20700070304,10771,0.7764045072441402
760258,20801060403,8042,0.7763585361450227
760394,20700100804,55350,0.7763077470308722
760423,20700080102,2539,0.7762908059903285
760495,20503051010,3796,0.7762522571821618
760505,20502040407,55224,0.7762431291634686
760542,20700030405,2836,0.7762266745870536
760602,20700020801,2723,0.776185373920538
760673,20802020501,56196,0.7761468756337911
760703,20700041106,1710,0.7761359436279276
760899,20700020205,55502,0.7760427921701332
760926,20802040501,10525,0.7760259014676754
760927,20600020203,7835,0.7760256279891999
760986,20600020206,7948,0.7759961725146062
761012,20801060601,3796,0.7759827829933628
761032,20600031102,1723,0.7759737164046975
761285,20801100206,6035,0.7758662600559201
761286,20700030405,10771,0.7758660891194707
761401,20600060401,1832,0.7758377796241478
761496,20802060201,7910,0.7757979877696614
762013,20700020402,2403,0.7757194441813295
762039,20802010204,54034,0.7757084663119386
762054,20600060202,3399,0.7757022724624257
762236,20600030703,55285,0.7756114692149741
762244,20801090302,2682,0.775607709630577
762257,20802040501,3796,0.7756011820930537
762441,20501071003,8053,0.7754933398331885
762537,20700110305,7158,0.7754453023112458
762538,20700070304,1728,0.7754452143623914
762587,20700110104,3393,0.7754203470027045
762605,20700100401,1004,0.7754127595444842
762624,20700041006,50449,0.7754018630834633
762679,20700081003,2403,0.7753754801714905
762729,20700100804,50039,0.7753527027079106
762934,20801060402,3148,0.775252118401668
762968,20600030602,593,0.7752373457968542
763189,20801090302,2535,0.7751274422382259
763194,20503050406,56259,0.7751245476946065
763259,20502050607,55503,0.7750913953652434
763500,20801061101,997,0.7749692787296272
763557,20700081004,57029,0.7749446599037274
763600,20700020302,55262,0.7749197566764997
763649,20503010802,55259,0.7748967703679611
763683,20600020411,4259,0.7748714274977457
763694,20802010204,50888,0.7748657367480432
763743,20600020204,1866,0.7748299875032095
763762,20600050503,7158,0.7748218642322039
763795,20501071003,55228,0.7748036021292446
764059,20700110305,55348,0.7746786662526566
764136,20700040305,1356,0.7746373742879227
764192,20600060402,10525,0.7746121957819361
764243,20501011312,3405,0.7745771714404323
764284,20802080303,2517,0.7745570590961459
764333,20700080803,1745,0.7745288458495089
764466,20700040806,1830,0.7744904999372804
764561,20801100206,58427,0.7744422930002295
764564,20700100803,54076,0.7744416881679329
764574,20801030502,2398,0.7744382273480658
764930,20503061202,1552,0.7742625809435776
764987,20600040101,3405,0.7742343516498469
765030,20700030405,7153,0.7742130917190442
765041,20801031002,10190,0.7742067405779679
765111,20700081005,55228,0.7741706710582484
765132,20700100401,1554,0.774160322793865
765220,20503050107,7213,0.7741109862329488
765274,20700020402,3935,0.7740843591127522
765277,20700081004,2712,0.7740828295918435
765325,20801090302,3809,0.7740636653348193
765528,20600020204,7972,0.7739646218815543
765596,20700020207,55736,0.7739317251313839
765665,20700040102,55439,0.7738973487948237
765733,20700090601,1723,0.7738594117580819
765845,20501060502,3406,0.7737991844791003
765857,20600030301,55969,0.7737922194001479
765865,20700041006,2516,0.7737888288461334
765880,20503050107,10030,0.7737815734963727
765912,20801020204,55116,0.7737581714292181
765967,20700041106,50449,0.7737390545016751
765985,20700111001,55377,0.7737300870190044
766028,20700040806,50449,0.7737131807761339
766047,20700070304,7318,0.7737042808901945
766056,20802040501,1384,0.7736982768211912
766110,20801100206,55524,0.7736733499694025
766127,20600060504,2549,0.7736623909379878
766258,20600060603,6031,0.7735917543705688
766452,20600020204,7826,0.7734983818432398
766501,20503061107,2408,0.7734739115119289
766773,20700110102,991,0.7733481529736126
766851,20801020204,3131,0.7733110865687611
766893,20502050607,55164,0.7732873553746675
766918,20501050607,3140,0.7732697722698735
766949,20600060101,55439,0.7732547308160763
766977,20600030701,994,0.7732382165162534
766985,20802060804,55350,0.7732345300821276
767071,20801100403,2828,0.7731887736192454
767158,20700050704,50039,0.7731408855218204
767176,20801060501,55164,0.7731336845726813
767336,20700110206,50292,0.7730638081834699
767369,20600020406,55736,0.7730385223199709
767399,20600031101,1733,0.7730211787299419
767632,20801100206,7314,0.7728967686767702
767704,20700100805,2549,0.7728618104536359
767772,20503010802,1553,0.7728349633941038
767814,20600050506,3403,0.7728114498584174
768188,20600030703,6166,0.7726294263709186
768189,20700041006,1366,0.7726290705467357
768234,20801100307,1571,0.7726076381291781
768279,20600020409,56196,0.7725937652991606
768303,20600030805,1556,0.7725825211592714
768367,20600030703,55196,0.7725483519893721
768428,20502010709,6113,0.7725127795192125
768442,20600020406,8906,0.7725012627453727
768713,20600030105,2480,0.7723737445243003
768768,20503030802,1831,0.7723468070699072
768820,20600030102,55337,0.7723155639821431
768913,20801100503,6035,0.7722640364256436
768973,20600020406,6085,0.7722323583402009
768988,20600030701,7835,0.772224931431583
769069,20700100804,55938,0.7721891007756243
769093,20600020207,2836,0.7721782889540948
769097,20700070304,7158,0.7721741018750574
769100,20700030106,55247,0.7721719206897547
769278,20600050506,6034,0.7720788028886135
769301,20700020507,50497,0.7720669594082603
769305,20802080205,6004,0.7720655878783234
769321,20600030703,1571,0.7720558870094201
769348,20502050607,3136,0.7720392774437049
769353,20802010204,55401,0.7720374433010356
769391,20600020104,1720,0.7720149832209451
769555,20801060501,2408,0.7719357331147356
769594,20600040302,1830,0.7719168313893916
769615,20801070203,1554,0.7719037347638653
769639,20801090401,1843,0.7718911256567824
769652,20700110206,54076,0.7718855269127463
769660,20501071003,55348,0.7718828152150096
769664,20801100102,56964,0.7718792416200274
769811,20700020207,6213,0.771812239056337
769881,20801100403,1363,0.7717783877169049
769927,20502010709,7763,0.7717577276034621
769936,20700041009,54,0.7717559440786751
770004,20501030704,55110,0.7717315703963242
770016,20503040702,55350,0.7717282969896493
770068,20503061106,56397,0.7716950549733088
770080,20801100403,8906,0.7716889258605851
770094,20503041204,3407,0.7716861384976139
770125,20700110206,3796,0.771669983290791
770193,20700110207,7318,0.7716323070315791
770243,20700041009,55787,0.7716057149651675
770408,20801090501,2404,0.7715236153687738
770455,20503051011,2539,0.7714989393728459
770502,20700110206,2500,0.7714794224932596
770627,20801060403,7335,0.7714020879968458
770841,20600030105,54915,0.7712961125675986
770847,20600020207,3403,0.7712944440967382
770913,20600060603,55667,0.7712648245994224
770928,20600030703,1723,0.7712578290798218
770939,20801060402,55699,0.7712540018266175
770999,20801020204,55503,0.7712324355343688
771000,20503060504,7335,0.7712294669539874
771036,20502050607,3113,0.7712115457076814
771052,20600030105,2720,0.7712044525564349
771270,20503051007,7869,0.771126360785795
771345,20501050607,2878,0.7710969569979493
771357,20700110203,2876,0.7710896316698148
771410,20600060504,1843,0.7710648895429062
771427,20801061102,6071,0.7710563372935358
771502,20700020302,3136,0.7710176895958205
771620,20700030405,7158,0.7709601343348724
771832,20801100603,1382,0.7709152962098611
771853,20700040807,3148,0.7709049768108152
771879,20700040102,52007,0.7708830071051228
771936,20700020402,1830,0.7708538610637777
771987,20503061106,2378,0.7708270975732279
772121,20700020403,3935,0.7707602427491462
772334,20801030906,55248,0.7707197608744809
772368,20802060505,1040,0.7707065210528107
772502,20700020507,55348,0.7706458358035287
772537,20801090302,50039,0.7706259998807291
772543,20801110704,1382,0.7706244307482153
772560,20801060702,3797,0.7706139032437926
772598,20700020403,1710,0.7705980744416706
773004,20700041106,2378,0.7704040659698393
773034,20802010204,55348,0.7703924297453927
773131,20801070203,6166,0.7703461381608775
773195,20801060402,55801,0.7703163148532812
773202,20801100405,55524,0.7703143452433624
773282,20801030502,1554,0.7702748435234497
773377,20801070203,1571,0.770231653529049
773429,20503061106,2408,0.7702022044348505
773466,20801031002,55231,0.7701801573551511
773533,20700040305,10113,0.7701388718563782
773562,20801050205,3935,0.7701216260509841
773693,20503030802,1379,0.7700496023525962
773838,20700041006,6213,0.7700041737762227
774080,20503020305,1382,0.7698810202010707
774097,20700020403,55787,0.7698733714078687
774324,20801050205,54832,0.7697525133239685
774372,20700030106,50799,0.7697286800631329
774447,20700020204,10525,0.7696880155055257
774477,20801040406,50799,0.7696786346676894
774567,20502010709,55164,0.7696356547250548
774638,20801060501,3393,0.7696091832505387
774677,20801100307,7763,0.7695870640338486
774699,20600060604,55101,0.7695748477087304
774720,20801060501,55298,0.7695651168326804
774767,20802040102,55228,0.7695397290824775
774796,20502061103,55503,0.7695231465477698
774882,20700110104,55081,0.7694837564035136
774892,20801040603,50555,0.7694814814675287
774948,20700041006,1384,0.7694539913750225
775022,20600030105,995,0.7694161132189223
775064,20503030802,2836,0.7693929353440513
775065,20700020402,1384,0.7693915868349879
775101,20502050607,2403,0.7693734796465005
775108,20801030502,2493,0.7693702716599287
775365,20503060707,55348,0.7692335285698915
775523,20700020302,55690,0.7691558800060132
775743,20801100307,6166,0.7690494296699929
775744,20801040101,7288,0.7690487173246412
775791,20600060403,1040,0.769023380523172
775876,20801090505,54634,0.7689788773463446
775896,20700020205,55193,0.7689691509036503
775906,20503051010,1740,0.7689635373926277
775908,20503051011,55600,0.7689618908216619
775950,20700070304,56196,0.7689422057125559
775980,20700040102,7913,0.7689276512741289
776003,20700110104,55248,0.7689156137328345
776020,20600020204,1743,0.7689030773308494
776370,20600030105,6085,0.7687326190600898
776435,20802010605,55148,0.7686944137108699
776504,20801070204,55377,0.7686595643325189
776520,20700090405,1720,0.7686502497781819
776536,20503050107,56259,0.7686400593406185
776623,20801100403,1008,0.7685990610075198
776714,20700040305,6071,0.7685570253543266
776827,20502040407,52019,0.768509567280359
776893,20600031102,55347,0.7684722777033431
778397,20600020204,7837,0.7684436951850715
778465,20503061202,50879,0.7684041241094566
778469,20700030106,10870,0.7684034197653581
778540,20700100803,3136,0.7683678805058802
778632,20700020205,10525,0.7683101531916041
778778,20600020406,1572,0.7682461059805369
778804,20801060702,1831,0.7682325656203681
778937,20501050607,1830,0.7681734459967722
779015,20501030704,10725,0.7681398040504358
779033,20700080803,2850,0.7681281031825211
779166,20700040409,3393,0.7680642774341813
779193,20801100403,1010,0.7680504846760285
779300,20801090501,55270,0.7679973559245644
779304,20600010000,55262,0.7679963902397039
